"#","Event code","Title","ELIXIR Node","Start date","End date","Duration","Event type","Funding","Organising Institution/s","Location (city, country)","EXCELERATE subtask","Target audience","Additional ELIXIR Platforms involved","ELIXIR Communities involved","Number of participants","Number of trainers/ facilitators","Url to event page/ agenda","Main organiser"
"82","7161","Discovering the latest EGA features. Quality control and data submission portal","ELIXIR-ES, ELIXIR-Hub","16.06.2021","16.06.2021","1.00 Days","Training - elearning","ELIXIR Node","Centre for Genomic Regulation - CRG","Online","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","Human Data","124","3","https://elixir-europe.org/events/discovering-latest-ega-features","ELIXIR-ES"
"83","7143","Introduction to Machine Learning Using R","ELIXIR-CH, ELIXIR-FR, ELIXIR-GR","16.06.2021","17.06.2021","2.00 Days","Training - elearning","ELIXIR Platform","Institut Français de Bioinformatique (IFB)","France","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","21","2","https://fpsom.github.io/2021-06-ml-elixir-fr/","ELIXIR-FR"
"84","7338","Data Management Planning workshop for recently funded Life Science Projects 15.06. - 16.06","ELIXIR-NO","15.06.2021","16.06.2021","2.00 Days","Training - elearning","ELIXIR Node, ELIXIR Platform","UiB, UiT, UiO, NTNU","Online","","Academia/ Research Institution, Healthcare","Interoperability","NA","20","5","https://tess.elixir-europe.org/events/data-management-planning-workshop-for-life-science-projects-recently-funded-from-the-rcn","ELIXIR-NO"
"85","7156","Single-cell Transcriptomics","ELIXIR-CH","15.06.2021","17.06.2021","3.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics ","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","30","4","https://www.sib.swiss/training/course/20210615_ISCTR","ELIXIR-CH"
"86","7365","Analysis of 16S rRNA metagenomic experiments, online","ELIXIR-BE","14.06.2021","16.06.2021","3.00 Days","Training - elearning","Non-ELIXIR/ Non-EXCELERATE funds","VIB","Belgium","","Academia/ Research Institution","Tools","Galaxy","31","1","https://training.vib.be/all-trainings/analysis-16s-rrna-metagenomic-experiments-online","ELIXIR-BE"
"87","7305","Best practices in research data management and stewardship","ELIXIR-LU","14.06.2021","17.06.2021","4.00 Days","Training - elearning","ELIXIR Node","LCSB","Luxembourg","","Academia/ Research Institution","NA","NA","30","6","https://elixir-luxembourg.org/events/2021_06_14_research_data_management","ELIXIR-LU"
"88","7368","Bulk RNASeq: from counts to differential expression - online","ELIXIR-BE","11.06.2021","18.06.2021","8.00 Days","Training - elearning","Non-ELIXIR/ Non-EXCELERATE funds","VIB","Belgium","","Academia/ Research Institution","Tools","Galaxy","31","1","https://training.vib.be/all-trainings?date=Past%20trainings&search_api_fulltext=Bulk%20RNASeq%3A%20from%20counts%20to%20differential%20expression","ELIXIR-BE"
"89","7284","An Introduction to Solving Biological Problems with Python ","ELIXIR-UK","10.06.2021","11.06.2021","2.00 Days","Training - elearning","ELIXIR Platform","University of Cambridge","Online","","Academia/ Research Institution","NA","NA","49","4","https://training.cam.ac.uk/bioinformatics/event/3894072","ELIXIR-UK"
"90","7283","Next Generation Sequencing Platforms and Bioinformatics Analysis ","ELIXIR-UK","08.06.2021","09.06.2021","2.00 Days","Training - elearning","ELIXIR Platform","University of Cambridge","Online","","Academia/ Research Institution","NA","Galaxy","30","1","https://training.cam.ac.uk/bioinformatics/event/3894975","ELIXIR-UK"
"91","7282","Complex Network Analysis for Biologists ","ELIXIR-UK","07.06.2021","07.06.2021","1.00 Days","Training - elearning","ELIXIR Platform","University of Cambridge","Online","","Academia/ Research Institution","NA","NA","42","2","https://training.cam.ac.uk/bioinformatics/event/3879479","ELIXIR-UK"
"92","7155","Introduction to Machine Learning with Python","ELIXIR-CH","07.06.2021","08.06.2021","2.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics ","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","24","3","https://www.sib.swiss/training/course/20210607_INMLP","ELIXIR-CH"
"93","7281","Introduction to R for Biologists ","ELIXIR-UK","01.06.2021","02.06.2021","2.00 Days","Training - elearning","ELIXIR Platform","University of Cambridge","Online","","Academia/ Research Institution","NA","NA","68","4","https://training.cam.ac.uk/bioinformatics/event/3894005","ELIXIR-UK"
"94","7154","Introduction to openBIS","ELIXIR-CH","01.06.2021","01.06.2021","42.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","19","3","https://www.sib.swiss/training/course/20210601_OPNBS","ELIXIR-CH"
"95","7153","Intermediate Python","ELIXIR-CH","28.05.2021","28.05.2021","1.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","24","2","https://www.sib.swiss/training/course/2021-05-intermpython","ELIXIR-CH"
"96","7152","Introduction to Glycoinformatics - lectures and practicals","ELIXIR-CH","25.05.2021","26.05.2021","2.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","9","2","https://www.sib.swiss/training/course/20210525_GLYCO","ELIXIR-CH"
"97","7127","Metatranscriptomics analysis using microbiome RNA-seq data in Galaxy","ELIXIR-BE","25.05.2021","25.05.2021","1.00 Days","Training - elearning","ELIXIR Hub","VIB","Belgium","","Academia/ Research Institution","NA","NA","25","5","https://training.vib.be/all-trainings/metatranscriptomics-analysis-using-microbiome-rna-seq-data-galaxy","ELIXIR-BE"
"98","7374","Introduction to the NGS data analysis, online","ELIXIR-BE","21.05.2021","04.06.2021","15.00 Days","Training - elearning","Non-ELIXIR/ Non-EXCELERATE funds","VIB","Belgium","","Academia/ Research Institution","Tools","Galaxy","27","1","https://training.vib.be/all-trainings/introduction-analysis-ngs-data-online-2","ELIXIR-BE"
"99","7128","Containers & Workflow Pipelines for automated data-analysis","ELIXIR-BE","20.05.2021","27.05.2021","8.00 Days","Training - elearning","ELIXIR Node","VIB","Belgium","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","25","2","https://training.vib.be/all-trainings/containers-and-workflow-pipelines-reproducible-and-automated-data-analysis-1","ELIXIR-BE"
"100","7151","First Steps in Parallelization with OpenMP","ELIXIR-CH","20.05.2021","20.05.2021","54.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics ","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","17","2","https://www.sib.swiss/training/course/20210520_OPEMP","ELIXIR-CH"
"101","7292","Introduction to bioinformatics using NGS data","ELIXIR-SE","17.05.2021","21.05.2021","5.00 Days","Training - elearning","ELIXIR Node","Uppsala University","Sweden","","Academia/ Research Institution","NA","NA","27","","https://www.scilifelab.se/event/introduction-to-bioinformatics-using-ngs-data-online/","ELIXIR-SE"
"102","7150","NGS - Quality control, Alignment, Visualisation","ELIXIR-CH","17.05.2021","19.05.2021","3.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics ","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","24","2","https://www.sib.swiss/training/course/20210517_NGS3","ELIXIR-CH"
"103","7280","Introduction to Linear Modelling with R ","ELIXIR-UK","14.05.2021","14.05.2021","1.00 Days","Training - elearning","ELIXIR Platform","University of Cambridge","Online","","Academia/ Research Institution","NA","NA","34","3","https://training.cam.ac.uk/bioinformatics/event/3878081","ELIXIR-UK"
"104","7126","Introduction to Git & GitHub","ELIXIR-BE","11.05.2021","11.05.2021","1.00 Days","Training - elearning","ELIXIR Node","VIB","Belgium","","Academia/ Research Institution","NA","NA","25","2","https://training.vib.be/all-trainings/introduction-git-github-2","ELIXIR-BE"
"105","7149","First Steps with Python in Life Sciences","ELIXIR-CH","10.05.2021","12.05.2021","3.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","28","3","https://www.sib.swiss/training/course/20210510_PYTFS","ELIXIR-CH"
"106","7279","Analysis of DNA Methylation using Sequencing ","ELIXIR-UK","07.05.2021","07.05.2021","1.00 Days","Training - elearning","ELIXIR Platform","University of Cambridge","Online","","Academia/ Research Institution","NA","NA","35","2","https://training.cam.ac.uk/bioinformatics/event/3748842","ELIXIR-UK"
"107","7304","Data processing with R tidyverse","ELIXIR-LU","06.05.2021","11.05.2021","6.00 Days","Training - elearning","ELIXIR Node","LCSB","Luxembourg","","Academia/ Research Institution","NA","NA","30","4","https://elixir-luxembourg.org/events/2021_05_06_rtidyverse","ELIXIR-LU"
"108","7293","Quick and clean: advanced Python for data science in biology","ELIXIR-SE","03.05.2021","07.05.2021","5.00 Days","Training - elearning","ELIXIR Node","Chalmers","Sweden","","Academia/ Research Institution","NA","NA","21","5","https://www.scilifelab.se/event/quick-and-clean-advanced-python-for-data-science-in-biology-online/","ELIXIR-SE"
"109","7148","UNIX scripting for Life Scientists","ELIXIR-CH","03.05.2021","04.05.2021","2.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","28","2","https://www.sib.swiss/training/course/20210503_UXS","ELIXIR-CH"
"110","7277","Analysis of mapped NGS data with SeqMonk ","ELIXIR-UK","30.04.2021","30.04.2021","1.00 Days","Training - elearning","ELIXIR Platform","University of Cambridge","Online","","Academia/ Research Institution","NA","NA","29","1","https://training.cam.ac.uk/bioinformatics/event/3828956","ELIXIR-UK"
"111","7276","Snakemake workshop ","ELIXIR-UK","28.04.2021","28.04.2021","1.00 Days","Training - elearning","ELIXIR Platform","University of Cambridge","Online","","Academia/ Research Institution","NA","NA","49","1","https://training.cam.ac.uk/bioinformatics/event/3824574","ELIXIR-UK"
"112","7147","Galaxy introduction for life scientists","ELIXIR-CH","28.04.2021","28.04.2021","1.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics ","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","16","3","https://www.sib.swiss/training/course/20210428_GALXY","ELIXIR-CH"
"113","7142","First Steps with UNIX in Life Sciences","ELIXIR-CH","27.04.2021","27.04.2021","1.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","30","2","https://www.sib.swiss/training/course/2021-05-unix","ELIXIR-CH"
"114","7275","Introduction to Command Line Linux ","ELIXIR-UK","26.04.2021","26.04.2021","1.00 Days","Training - elearning","ELIXIR Platform","University of Cambridge","Online","","Academia/ Research Institution","NA","NA","28","2","https://training.cam.ac.uk/bioinformatics/event/3857931","ELIXIR-UK"
"115","7303","High-performance scientific computing using Julia","ELIXIR-LU","22.04.2021","22.04.2021","1.00 Days","Training - elearning","ELIXIR Hub","LCSB","Luxembourg","","Academia/ Research Institution","NA","NA","23","2","https://elixir-luxembourg.org/events/2021_04_22_julia_course","ELIXIR-LU"
"116","7274","Analysis of bulk RNA-seq data ","ELIXIR-UK","21.04.2021","23.04.2021","3.00 Days","Training - elearning","ELIXIR Platform","University of Cambridge","Online","","Academia/ Research Institution","NA","NA","68","7","https://training.cam.ac.uk/bioinformatics/event/3748821","ELIXIR-UK"
"117","7341","Data Management Planning workshop for Life Science Projects - Bergen (21-22 April 2021)","ELIXIR-NO","21.04.2021","22.04.2021","2.00 Days","Training - elearning","ELIXIR Converge, ELIXIR Platform","UiB","Online","","Academia/ Research Institution, Healthcare","Interoperability","NA","20","3","https://tess.elixir-europe.org/events/data-management-planning-workshop-for-life-science-projects-bergen","ELIXIR-NO"
"118","7141","Intermediate statistics: data analysis in practice - streamed","ELIXIR-CH","21.04.2021","22.04.2021","2.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","25","4","https://www.sib.swiss/training/course/2021-04-intermediate-stats","ELIXIR-CH"
"119","7273","Introduction to working with UNIX and bash ","ELIXIR-UK","19.04.2021","19.04.2021","1.00 Days","Training - elearning","ELIXIR Platform","University of Cambridge","Online","","Academia/ Research Institution","NA","NA","57","3","https://training.cam.ac.uk/bioinformatics/event/3843256","ELIXIR-UK"
"120","7295","Omics Integration and Systems Biology","ELIXIR-SE","19.04.2021","23.04.2021","5.00 Days","Training - elearning","ELIXIR Node","Stockholm University","Sweden","","Academia/ Research Institution","NA","NA","","8","https://nbisweden.github.io/workshop_omics_integration/","ELIXIR-SE"
"121","7296","Tools for reproducible research","ELIXIR-SE","19.04.2021","23.04.2021","5.00 Days","Training - elearning","ELIXIR Node","Stockholm University","Sweden","","Academia/ Research Institution","NA","NA","20","3","https://nbis-reproducible-research.readthedocs.io/en/course_2104/","ELIXIR-SE"
"122","7140","First steps with R in Life Sciences","ELIXIR-CH","15.04.2021","16.04.2021","2.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","22","4","https://www.sib.swiss/training/course/20210415_FSWIR","ELIXIR-CH"
"123","7272","Core Statistics ","ELIXIR-UK","13.04.2021","27.04.2021","15.00 Days","Training - elearning","ELIXIR Platform","University of Cambridge","Online","","Academia/ Research Institution","NA","NA","53","3","https://training.cam.ac.uk/bioinformatics/event/3816286","ELIXIR-UK"
"124","7139","Docker and Singularity for reproducible research: getting started with containers","ELIXIR-CH","13.04.2021","13.04.2021","1.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","28","4","https://www.sib.swiss/training/course/20210413_DOCK","ELIXIR-CH"
"125","7297","Introduction to Data Management Practices","ELIXIR-SE","13.04.2021","15.04.2021","3.00 Days","Training - elearning","ELIXIR Node","Stockholm University","Sweden","","Academia/ Research Institution","NA","NA","9","5","https://www.scilifelab.se/event/introduction-to-data-management-practices/","ELIXIR-SE"
"126","7138","Protein sequence databases and sequence annotation at UniProtKB","ELIXIR-CH","12.04.2021","12.04.2021","1.00 Days","Training - elearning","ELIXIR Node","SIB - Swiss Institute of Bioinformatics","Switzerland","","Academia/ Research Institution, Industry, Non-Profit Organisation, Healthcare","NA","NA","23","4","https://www.sib.swiss/training/course/20210412_PRODB","ELIXIR-CH"
"127","7271","Data Science in Python ","ELIXIR-UK","08.04.2021","09.04.2021","2.00 Days","Training - elearning","ELIXIR Platform","University of Cambridge","Online","","Academia/ Research Institution","NA","NA","51","4","https://training.cam.ac.uk/bioinformatics/event/3748813","ELIXIR-UK"
